method,regime_method,regime,feature,feature_family,mean_gain_share,std_gain_share,mean_split_share,mean_shap_share,folds_seen,mean_train_rows,rank_within_model_regime
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,vol_of_vol,volatility,0.08237974120100586,0.016884623665768785,0.07275520165448227,0.08258983035956688,18,5199.277777777777,2
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,0,volume_zscore,liquidity_volume,0.03305803638181892,0.008517060077972411,0.03401573555846265,0.038241597953220414,18,5199.277777777777,11
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,amihud,liquidity_volume,0.027604972250596382,0.011262339151796204,0.03256667367780873,0.04076247761874208,18,6022.055555555556,11
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,atr_14,volatility,0.08532792979997472,0.014827133442087975,0.07920849101168434,0.060874632239977244,18,6022.055555555556,4
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,bband_pct_b,technical_state,0.025656329690096735,0.0047987006868289266,0.028794257118189687,0.0256957672894601,18,6022.055555555556,16
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,close_vs_vwap,momentum,0.026847405021604986,0.0062357885714751345,0.03159258571323709,0.024899019056355744,18,6022.055555555556,17
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,gk_vol,volatility,0.029805281403140774,0.006604793124704213,0.030212683315911235,0.03972744357989759,18,6022.055555555556,13
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,kurtosis,distribution_shape,0.06738867937593479,0.005535458111924678,0.06305573543379611,0.06494315758306599,18,6022.055555555556,3
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,log_vol_trend,liquidity_volume,0.02698067999959787,0.006785197972373324,0.03743591735519103,0.030922863100218037,18,6022.055555555556,15
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,macd_signal,momentum,0.04924523336068187,0.009311496740832172,0.04892522943728382,0.044045460140584226,18,6022.055555555556,8
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,ofi_proxy,microstructure,0.01446907565222669,0.0030279764171768334,0.02362907529964501,0.02130481352366852,18,6022.055555555556,21
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,ret_15h,momentum,0.026461747444540877,0.004865347360428855,0.030284548214865117,0.023762046654934685,18,6022.055555555556,18
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,ret_1h,momentum,0.010308459823262017,0.0030406336154264685,0.016828777051351867,0.013007788727286116,18,6022.055555555556,22
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,1,ret_5h,momentum,0.026506281026230857,0.006974931827304979,0.0336660793431676,0.023582252331429375,18,6022.055555555556,19
