method,regime_method,target,horizon,symbol,IC,mean_asset_IC,median_asset_IC,cross_sectional_IC,median_cross_sectional_IC,pooled_IC,signal_IC,n_asset_IC,n_cross_sectional_IC,Sharpe,drawdown,turnover,total_return,n_trades,n_return_observations,rebalance_offset_utc,n_test_rows,accuracy,balanced_accuracy
regime_lgbm_hmm,hmm,tb_label_8h,8h,LTCUSDT,-0.01411023747917163,-0.01411023747917163,-0.01411023747917163,,,-0.014110237479171636,0.0006331910630571487,1,0,-1.3286402872478216,-0.2709264013058324,0.0642361111111111,-0.24729069797678738,174,1440,0,11520,0.5810763888888889,0.360657054547937
regime_lgbm_hmm,hmm,tb_label_8h,8h,NEARUSDT,-0.004424725821357733,-0.004424725821357733,-0.004424725821357733,,,-0.004424725821357736,-0.01922466144506771,1,0,-1.649491253232501,-0.2755725550774455,0.03680555555555556,-0.2677424352218598,102,1440,0,11520,0.5573784722222223,0.34251347601976656
regime_lgbm_hmm,hmm,tb_label_8h,8h,SHIBUSDT,-0.006042559823635151,-0.006042559823635151,-0.006042559823635151,,,-0.006042559823635148,0.01579204675148233,1,0,1.3310510170344998,-0.10349786817573604,0.05,0.4062943753314594,138,1440,0,11520,0.5735243055555556,0.3527665359317131
regime_lgbm_hmm,hmm,tb_label_8h,8h,SOLUSDT,-0.04005756620957761,-0.04005756620957761,-0.04005756620957761,,,-0.04005756620957762,0.003237847280380077,1,0,0.40537933365606843,-0.14497006629787487,0.08020833333333334,0.08941721977391381,216,1440,0,11520,0.5650173611111111,0.35787946588409536
regime_lgbm_hmm,hmm,tb_label_8h,8h,TONUSDT,0.03159012893729664,0.03159012893729664,0.03159012893729664,,,0.03159012893729664,0.005456510925173299,1,0,0.09939144125171295,-0.34370957655601175,0.065625,-0.01482032906409081,185,1440,0,11520,0.5736111111111111,0.3634450360372781
regime_lgbm_hmm,hmm,tb_label_8h,8h,TRXUSDT,0.0036629841229642744,0.0036629841229642744,0.0036629841229642744,,,0.0036629841229642757,0.01344869073774849,1,0,-0.7176459594970834,-0.1706560186311764,0.13125,-0.12140246567015311,343,1440,0,11520,0.5158854166666667,0.37497553229108677
regime_lgbm_hmm,hmm,tb_label_8h,8h,UNIUSDT,-0.02465347320138305,-0.02465347320138305,-0.02465347320138305,,,-0.024653473201383072,0.003979381522065033,1,0,0.5746553330193721,-0.16864435477642184,0.04513888888888889,0.10911575053015365,129,1440,0,11520,0.5769965277777778,0.3536389880768786
regime_lgbm_hmm,hmm,tb_label_8h,8h,XRPUSDT,0.008390962897114478,0.008390962897114478,0.008390962897114478,,,0.008390962897114483,0.0024126463288502435,1,0,0.6879893724904181,-0.14620880526560312,0.08506944444444445,0.1804762861398994,235,1440,0,11520,0.5728298611111111,0.3671225037715182
regime_lgbm_kmeans,kmeans,tb_label_8h,8h,ADAUSDT,-0.017393699616261783,-0.017393699616261783,-0.017393699616261783,,,-0.017393699616261776,0.006658407087568146,1,0,-0.5219503056572693,-0.17653734768122334,0.035416666666666666,-0.10933800032926566,100,1440,0,11520,0.5715277777777777,0.3466363823080841
regime_lgbm_kmeans,kmeans,tb_label_8h,8h,APTUSDT,-0.014300519325636456,-0.014300519325636456,-0.014300519325636456,,,-0.014300519325636439,0.007093903947342939,1,0,0.6775203218143642,-0.0955857706074506,0.03263888888888889,0.13325615771835264,94,1440,0,11520,0.5616319444444444,0.3438577211791123
regime_lgbm_kmeans,kmeans,tb_label_8h,8h,AVAXUSDT,-0.01335975732344557,-0.01335975732344557,-0.01335975732344557,,,-0.013359757323445565,0.018463971953861354,1,0,0.12694295355099994,-0.23627855608994947,0.05694444444444444,0.003489826053318934,157,1440,0,11520,0.5741319444444445,0.3597697790340753
regime_lgbm_kmeans,kmeans,tb_label_8h,8h,BCHUSDT,-0.006744243853771347,-0.006744243853771347,-0.006744243853771347,,,-0.006744243853771358,0.015527427697440959,1,0,0.44730797288925356,-0.10618644093009626,0.04027777777777778,0.0692958373040573,115,1440,0,11520,0.5809895833333333,0.34775572058592025
