benchmark,method,threshold,transaction_cost_bps,Sharpe,drawdown,turnover,total_return,n_trades,n_return_observations,rebalance_offset_utc,signal_IC,n_test_rows
phase41b_classical_candidates,regime_lgbm_vol_bucket,0.075,5.0,0.005380255442631422,-0.04914396685895288,0.04300347222222222,-0.0013731161908973055,2430,1440,0,0.004047449439218958,230400
phase39r_repaired_neural,global_lgbm,0.075,5.0,0.5910599323425393,-0.050015392290824565,0.031545138888888886,0.039827859936269805,1797,1440,0,0.005540665951584405,230400
phase39r_repaired_neural,regime_lgbm_contrastive,0.075,5.0,-0.2932758859691652,-0.05440387028647229,0.04529513888888889,-0.02190921301385107,2561,1440,0,0.0024978000047611035,230400
phase39r_repaired_neural,regime_lgbm_contrastive_hmm,0.075,5.0,-0.20583894313129747,-0.05943267179291892,0.05125,-0.01541590936706383,2879,1440,0,-0.0031363873854317777,230400
phase39r_repaired_neural,regime_lgbm_hmm,0.075,5.0,0.11919312414855635,-0.0681788150687252,0.05197916666666667,0.007255658080371763,2938,1440,0,0.004700543222062157,230400
phase39r_repaired_neural,regime_lgbm_hmm_guided_gmm,0.075,5.0,-0.3370222642021626,-0.04970140760123818,0.057777777777777775,-0.027619326900847896,3243,1440,0,0.0010857385891076571,230400
phase39r_repaired_neural,regime_lgbm_hmm_guided_hmm,0.075,5.0,-0.21381028537144348,-0.06257259593756423,0.05798611111111111,-0.018128733202387393,3257,1440,0,-0.0005303619893593227,230400
phase39r_repaired_neural,regime_lgbm_kmeans,0.075,5.0,0.4230943636966398,-0.03204063187783709,0.04932291666666667,0.029812776884121428,2780,1440,0,0.003802159818855402,230400
phase39r_repaired_neural,regime_lgbm_vol_bucket,0.075,5.0,0.16991975764496317,-0.044513851321102416,0.06125,0.011146616887254268,3438,1440,0,0.0038885439536325787,230400
phase41b_classical_candidates,global_lgbm,0.075,10.0,0.2192542911833905,-0.03590396341707077,0.0271875,0.01243901215137111,1551,1440,0,0.004830949258108129,230400
phase41b_classical_candidates,regime_lgbm_hmm,0.075,10.0,-0.47470015726836795,-0.06574153166578087,0.04119791666666667,-0.03386323442477934,2329,1440,0,0.0022558162774711536,230400
phase41b_classical_candidates,regime_lgbm_kmeans,0.075,10.0,0.05293963050602222,-0.04357683186522288,0.03892361111111111,0.0018519397942102778,2204,1440,0,0.003332279009909778,230400
phase41b_classical_candidates,regime_lgbm_vol_bucket,0.075,10.0,-0.4524311369678042,-0.06626860447834465,0.04300347222222222,-0.031816967149248865,2430,1440,0,0.004047449439218958,230400
phase39r_repaired_neural,global_lgbm,0.075,10.0,0.2630025624767905,-0.05627969252889625,0.031545138888888886,0.016483364240207354,1797,1440,0,0.005540665951584405,230400
phase39r_repaired_neural,regime_lgbm_contrastive,0.075,10.0,-0.7642760703976023,-0.07778455111950351,0.04529513888888889,-0.053291384044031775,2561,1440,0,0.0024978000047611035,230400
phase39r_repaired_neural,regime_lgbm_contrastive_hmm,0.075,10.0,-0.7555991508897542,-0.08422449923827384,0.05125,-0.05108545907275763,2879,1440,0,-0.0031363873854317777,230400
phase39r_repaired_neural,regime_lgbm_hmm,0.075,10.0,-0.33706454412773185,-0.08182645847929745,0.05197916666666667,-0.029741874568132376,2938,1440,0,0.004700543222062157,230400
phase39r_repaired_neural,regime_lgbm_hmm_guided_gmm,0.075,10.0,-0.8814633366785353,-0.07387567888963699,0.057777777777777775,-0.06723845733378575,3243,1440,0,0.0010857385891076571,230400
phase39r_repaired_neural,regime_lgbm_hmm_guided_hmm,0.075,10.0,-0.7676139182847169,-0.09263813981858078,0.05798611111111111,-0.058276191053316495,3257,1440,0,-0.0005303619893593227,230400
phase39r_repaired_neural,regime_lgbm_kmeans,0.075,10.0,-0.05447527349260616,-0.046501502999705485,0.04932291666666667,-0.00610867960255157,2780,1440,0,0.003802159818855402,230400
phase39r_repaired_neural,regime_lgbm_vol_bucket,0.075,10.0,-0.38693448349646453,-0.07015331708873548,0.06125,-0.032471780335463274,3438,1440,0,0.0038885439536325787,230400
phase41b_classical_candidates,global_lgbm,0.075,20.0,-0.39974468257961127,-0.050380559525252305,0.0271875,-0.026429075639158417,1551,1440,0,0.004830949258108129,230400
phase41b_classical_candidates,regime_lgbm_hmm,0.075,20.0,-1.3362575725533363,-0.1126702058492877,0.04119791666666667,-0.08951734049240423,2329,1440,0,0.0022558162774711536,230400
phase41b_classical_candidates,regime_lgbm_kmeans,0.075,20.0,-0.7792697314026941,-0.07352054339764882,0.03892361111111111,-0.05275074196284657,2204,1440,0,0.003332279009909778,230400
phase41b_classical_candidates,regime_lgbm_vol_bucket,0.075,20.0,-1.3689419350398409,-0.11265163094292274,0.04300347222222222,-0.08995394339416163,2430,1440,0,0.004047449439218958,230400
phase39r_repaired_neural,global_lgbm,0.075,20.0,-0.39614842808226075,-0.06868567912105705,0.031545138888888886,-0.028648997708842328,1797,1440,0,0.005540665951584405,230400
phase39r_repaired_neural,regime_lgbm_contrastive,0.075,20.0,-1.7064974403070805,-0.13060449915577757,0.04529513888888889,-0.11307249379397166,2561,1440,0,0.0024978000047611035,230400
phase39r_repaired_neural,regime_lgbm_contrastive_hmm,0.075,20.0,-1.8534916362566496,-0.1357569316502883,0.05125,-0.11860059043454829,2879,1440,0,-0.0031363873854317777,230400
phase39r_repaired_neural,regime_lgbm_hmm,0.075,20.0,-1.250143181545249,-0.1348895172136364,0.05197916666666667,-0.09971660216145584,2938,1440,0,0.004700543222062157,230400
phase39r_repaired_neural,regime_lgbm_hmm_guided_gmm,0.075,20.0,-1.9710649095915342,-0.1442314961304792,0.057777777777777775,-0.14170698433951057,3243,1440,0,0.0010857385891076571,230400
phase39r_repaired_neural,regime_lgbm_hmm_guided_hmm,0.075,20.0,-1.8756698881077605,-0.1580156895370845,0.05798611111111111,-0.1337207493939696,3257,1440,0,-0.0005303619893593227,230400
phase39r_repaired_neural,regime_lgbm_kmeans,0.075,20.0,-1.0141804861645038,-0.09040215273603623,0.04932291666666667,-0.07424262009458049,2780,1440,0,0.003802159818855402,230400
phase39r_repaired_neural,regime_lgbm_vol_bucket,0.075,20.0,-1.5025091640392787,-0.1405728368462953,0.06125,-0.11415322729539179,3438,1440,0,0.0038885439536325787,230400
phase41b_classical_candidates,global_lgbm,0.075,40.0,-1.6370253292245622,-0.11257494053492144,0.0271875,-0.09975776669346359,1551,1440,0,0.004830949258108129,230400
phase41b_classical_candidates,regime_lgbm_hmm,0.075,40.0,-3.043640245396623,-0.20268572047273478,0.04119791666666667,-0.19141018175433233,2329,1440,0,0.0022558162774711536,230400
phase41b_classical_candidates,regime_lgbm_kmeans,0.075,40.0,-2.4459247174754903,-0.16081748516924413,0.03892361111111111,-0.1532077373129893,2204,1440,0,0.003332279009909778,230400
phase41b_classical_candidates,regime_lgbm_vol_bucket,0.075,40.0,-3.1914657065350696,-0.20426973796578476,0.04300347222222222,-0.19598327429776752,2430,1440,0,0.004047449439218958,230400
phase39r_repaired_neural,global_lgbm,0.075,40.0,-1.7191964196173184,-0.12381199870409638,0.031545138888888886,-0.11300517862427184,1797,1440,0,0.005540665951584405,230400
phase39r_repaired_neural,regime_lgbm_contrastive,0.075,40.0,-3.5788184982995723,-0.22970861545244492,0.04529513888888889,-0.22156636410909192,2561,1440,0,0.0024978000047611035,230400
phase39r_repaired_neural,regime_lgbm_contrastive_hmm,0.075,40.0,-4.0255602626833165,-0.24319942267394393,0.05125,-0.23958203261434852,2879,1440,0,-0.0031363873854317777,230400
phase39r_repaired_neural,regime_lgbm_hmm,0.075,40.0,-3.067486969353833,-0.24025423430772422,0.05197916666666667,-0.22491314559582343,2938,1440,0,0.004700543222062157,230400
phase39r_repaired_neural,regime_lgbm_hmm_guided_gmm,0.075,40.0,-4.136447081417347,-0.2750102260521543,0.057777777777777775,-0.2733073946999597,3243,1440,0,0.0010857385891076571,230400
phase39r_repaired_neural,regime_lgbm_hmm_guided_hmm,0.075,40.0,-4.076602998563865,-0.2775795737102021,0.05798611111111111,-0.2669863181660671,3257,1440,0,-0.0005303619893593227,230400
phase39r_repaired_neural,regime_lgbm_kmeans,0.075,40.0,-2.9384630843409116,-0.20024562438089671,0.04932291666666667,-0.19684029786347035,2780,1440,0,0.003802159818855402,230400
phase39r_repaired_neural,regime_lgbm_vol_bucket,0.075,40.0,-3.723838965812255,-0.2667276314074102,0.06125,-0.2574386558730777,3438,1440,0,0.0038885439536325787,230400
