method,regime_method,target,horizon,fold,IC,mean_asset_IC,median_asset_IC,cross_sectional_IC,median_cross_sectional_IC,pooled_IC,signal_IC,n_asset_IC,n_cross_sectional_IC,Sharpe,drawdown,turnover,total_return,n_trades,n_return_observations,rebalance_offset_utc,n_test_rows,accuracy,balanced_accuracy
regime_lgbm_hmm,hmm,tb_label_8h,8h,1,-0.052661123341065694,-0.052661123341065694,-0.04402193018518371,-0.002480153991845619,0.00045735585616805995,-0.041443524822391456,0.017566353804669303,20,720,3.932699319835808,-0.01880658066679397,0.07,0.04266072010942379,247,90,0,14400,0.5826388888888889,0.35972675205279975
regime_lgbm_hmm,hmm,tb_label_8h,8h,2,0.0062331777913781135,0.0062331777913781135,0.00764711800090639,0.016444703676336374,0.011423468304101157,0.004347968561953442,0.010673656620168377,20,720,-2.259244200908344,-0.029489182192928606,0.07305555555555555,-0.017441494350429076,257,90,0,14400,0.56375,0.35475084993873435
regime_lgbm_hmm,hmm,tb_label_8h,8h,3,0.030358273100267674,0.030358273100267674,0.025938178699710872,-0.037148012704763464,-0.05156206287743787,0.034239681588589865,0.006892774939775965,20,720,1.489861881033109,-0.012412566752166902,0.085,0.008785464540343568,293,90,0,14400,0.5580555555555555,0.35968417600855834
regime_lgbm_hmm,hmm,tb_label_8h,8h,4,-0.019218540681101338,-0.019218540681101338,-0.028158427896042212,-0.011583835810249894,-0.018342379385221576,-0.008270441868630199,-0.00565544024404903,20,720,-3.549373280996364,-0.04032927292041984,0.07361111111111111,-0.02722843028955213,255,90,0,14400,0.5479166666666667,0.3524248560890306
regime_lgbm_hmm,hmm,tb_label_8h,8h,5,0.01964337383860195,0.01964337383860195,0.021682951179591594,-0.02638307942855071,-0.029090538733276456,0.028194300827907276,0.01760757528186082,20,720,1.390792647879119,-0.016114008873076926,0.0661111111111111,0.007503613917979823,234,90,0,14400,0.56875,0.35906596237240224
regime_lgbm_hmm,hmm,tb_label_8h,8h,6,-0.007245981436400599,-0.007245981436400599,0.00553004931243411,0.0027723123871830737,-0.002192685220812781,-1.1301311598603185e-06,-0.011298825209275554,20,720,-3.3557991648590506,-0.012179331468489736,0.03388888888888889,-0.007184781609165913,119,90,0,14400,0.5603472222222222,0.3484958532117663
regime_lgbm_hmm,hmm,tb_label_8h,8h,7,-0.06066557111460382,-0.06066557111460382,-0.06641300038072992,-0.015500897642830497,-0.0178805064437174,-0.058646881900614255,-0.028890514487393958,20,720,-8.334602356492061,-0.026708549370854318,0.04694444444444444,-0.026708549370854318,169,90,0,14400,0.5636805555555555,0.34535300340491487
regime_lgbm_hmm,hmm,tb_label_8h,8h,8,0.027102834222105982,0.027102834222105982,0.04875763751793086,-0.00424309597423808,0.013156470580181188,0.0265824986363303,0.0201713398122516,20,720,-0.5324637754350247,-0.020217640995406683,0.0636111111111111,-0.002739218075328176,222,90,0,14400,0.5585416666666667,0.3552916178972944
regime_lgbm_hmm,hmm,tb_label_8h,8h,9,0.06532278976854297,0.06532278976854297,0.05636617923886506,0.06352352876839863,0.05948845059833553,0.06875496890935195,0.03233396824327848,20,720,2.084792104394652,-0.011669982299289358,0.03138888888888889,0.00903859206455948,112,90,0,14400,0.5727777777777778,0.34256649350455276
regime_lgbm_hmm,hmm,tb_label_8h,8h,10,-0.07116283792831778,-0.07116283792831778,-0.08211121801653473,0.002790018210314657,-0.007876556984318382,-0.0660032417346889,-0.006144645893318353,20,720,-7.59895714238238,-0.013808089823447054,0.035277777777777776,-0.012972192863040188,125,90,0,14400,0.5970833333333333,0.34760543570424907
